"","Sex","Age","Education","Caste","Family","Family_income","Who_runs_page","Desc_family","Desc_desiredpartner"
"88","Male","28 to 31","Postgraduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","WE HAVE 4 PERSON IN OUR FAMILY. MY FATHER IS RETIRED FROM I.T.I. RAEBARELI , MY MOTHER IS GOOD HOUSEWIFE AND MY ELDER BROTHER IS WORKING AS A MANAGER IN WHIRLPOOL.","I want to look into my partner that she is cultured, familiar, sharp minded and specially loving nature."
"89","Male","32 and more","No higher education","OBC","Nuclear Family","Max 17.5 lakh","Sibling","My father is an Advocate (District courts Chandauli & Varanasi) and mother is a housewife. Elder brother- Anand Shankar ¢€“ Principal Architect at Harman Global. - Married Younger brother - Shiv Shankar - Doing Research from Mexico City, Mexico. Sisters: Elder one - Shanti Yadav (M.A) ¢€“ Married with Rakesh Yadav - Operational Manager ¢€“ Johnson, Panjab. Younger- Priya Yadav ¢€“BCA (pursuing).","simple, cute, down to earth"
"90","Male","32 and more","Graduate","Dalit","Joint Family","More than 17.5","Parent","My father is gazetted officer in M/o Home Affairs, New Delhi and my mother is house wife. and live in Jawahar Park","Simple and honest"
"91","Male","32 and more","Graduate","Brahmin","Joint Family","More than 17.5","Self","I lives along with my parents, we have joint family","looking for someone who can be a good friend. Who can respect family values, and family"
"92","Male","Upto 27","Graduate","OBC","Nuclear Family","Max 12.5 lakh","Sibling","moderate nuclear family which gives equal importance to traditional and modern values","should be understanding and dependable.."
"93","Male","Upto 27","Graduate","Other upper caste","Joint Family","Max 17.5 lakh","Self","Very simple and down to earth.","Simple, decent and understanding."
"94","Male","28 to 31","Graduate","Other upper caste","Nuclear Family","More than 17.5","Sibling","We are well cultured and happy family who like to njoy and celebrate things together. We are Pure Vegetarian. Father is Assistant Engineer in Irrigation Department, Mother is a Housewife and a follower of Radha swami, Younger sister is pursuing MBBS from Lucknow.","We are luking for a person who respects and understand family's value. Well qualified and working girl who can have work life balance. Be a partner and friend for my brother and support him in all phases of life. My brother is a vegetarian so send interest if you are Or can be vegetarian."
"95","Male","28 to 31","Graduate","Other upper caste","Joint Family","Max 5 lakh","Self","My father is also a business man and mother is house wife and I have 3 younger brothers and have no sisters. The second is teaching tuition and third one is doing private in IT sector and fourth is preparing for govt services","sweet and simple"
"96","Male","Upto 27","Graduate","Other upper caste","Joint Family","Max 17.5 lakh","Self","father is retired from government sector mother is expired two brothers both are married and one brother is working in private sector and one brother has own business three sisters are all married and all sisters are settled in dehradun,ghaziabad and shamli","She should be caring, soft spoken, loving and a girl of pleasing personality.. She should be the one who can handle every situation of her life easily and comfortably."
"97","Female","28 to 31","Postgraduate","Other upper caste","Nuclear Family","Max 12.5 lakh","Sibling","My father is self employed and also gram pradhan mother is house wife brother is GM in it company one more brother who is persuing BCA.","looking for well settled partner good looking fun loving and knows moral values"
"98","Female","28 to 31","Postgraduate","Brahmin","Joint Family","More than 17.5","Parent","we are live in agra . we are very small famliy","Should be have better understanding persion . good looking & handsome"
"99","Female","28 to 31","Postgraduate","Brahmin","Joint Family","More than 17.5","Sibling","Her father retired from Govt. Job from a reputated post. Mother runs an elementary school in native place. She has three elder brothers. Eldest brother stays in native place and is associated with a magazine, takes care of the farming land and other properties and has worked with danik jagran in past. He is married to Mrs. Sunita Tripathi and has 2 beautiful Kids. She is a house wife. Middle brother is working as pharmacist (private) in KGMU Lucknow. He is married to Mrs. Preeti tripathi who worked as a Principal in a private school pre-marriage. She has taken a break from her job. Youngest brother works as a software engineer with a private firm in Bangalore.","Somebody kind, generous, affectionate, A person who believes in simple living and high thinking, Gives equal value to family and profession."
"100","Male","28 to 31","Graduate","Dalit","Nuclear Family","More than 17.5","Self","Our family is Radha Swami followers. Father has own business in hometown. Mother is housewife. Sis married Brother complete his MBA from MDU Rohtak. Now Preparing for UPSC Elder Mama ji in govt job in defence ministry delhi . Younger mama ji in Govt job in hindustan petroliam in delhi.","I am looking a well educated and simple girl in Khatik caste."
"101","Male","28 to 31","Postgraduate","Brahmin","Nuclear Family","More than 17.5","Self","we are small family , having cultural values.","Looking for some one who could add value to my life making it beautiful for me and for my family. Values relation ."
"102","Female","32 and more","Postgraduate","Brahmin","Nuclear Family","Max 12.5 lakh","Sibling","Our family belongs to Allahabad but we staying in faridabad last 4 years. My father was working in Manager in Central Bank of India but all of sudden he was expired my mother is housewife but some circumstances she expired. We are 5 member in our family i am elder brother Rishi Malviya i am doing job in Media sector My wife is Ms.Madhu shukla she is working in Faridabad as a operation head & my 2 younger sister one is shruti & Second Saumya malviya working in fqridabad location as Linux Administrator department& younger brother is working in Dixcy company .We are very simple & modern family.'","we are looking for well settled perosn, who cares about family ,caring nature , helpful person ,he knows about the family values, our family against for dowry system."
